member_id,full_name,gender,birth_year,phone,register_date,home_branch
M0686,รัชนีกร ศรีวิชัย,F,1986,0836078527,2024-01-07,nimman
M0687,กิตติพัฒน์ ทาคำ,M,2007,0809913765,2025-12-19,cmu
M0688,กัญญาณัฐ มีสุข,F,2006,0631579572,2024-04-09,cmu
M0689,นันทนา วงศ์ใหญ่,F,1991,0689277789,2024-06-06,nimman
M0690,พิมพ์ชนก ศรีสุข,F,1967,0836544660,2023-05-31,nimman
M0691,ปิยะดา ใจดี,F,2007,0845618450,2025-06-21,cmu
M0692,ภูมิพัฒน์ ทองดี,M,1989,0683544547,2023-03-06,nimman
M0693,จิราพร ใจมา,F,1984,0827341475,2024-09-01,thaphae
M0694,ศิริพร แสงทอง,F,2006,0813484414,2024-08-05,nimman
M0695,วีรภาพ นันทะ,M,2004,0988306063,2025-07-07,cmu
M0696,พัชรินทร์ ศรีสุข,F,2005,0948303340,2023-05-22,cmu
M0697,ชยพล พรหมมา,M,2006,0821705685,2024-08-17,cmu
M0698,อัญชิสา ใจมา,F,1982,0991095273,2023-12-30,thaphae
M0699,กิตติพัฒน์ บุญมา,M,2006,0609030360,2024-07-29,cmu
M0700,ศิริพร เรือนคำ,F,2005,0920759448,2023-03-31,cmu
M0701,ปวีณา คำมูล,F,2005,0629025599,2025-01-12,cmu
M0702,นันทนา กันยา,F,2002,0944823030,2024-09-30,nimman
M0703,ปวีณา ดวงดี,F,2006,0938305235,2025-03-02,cmu
M0704,จิรายุ อินต๊ะ,M,1977,0805605046,2025-02-26,nimman
M0705,พิมพ์ชนก พรหมมา,F,2003,0876516155,2025-04-26,cmu
M0706,กัญญาณัฐ จันทร์หอม,F,1989,0943624830,2025-08-27,nimman
M0707,เบญญาภา สมบูรณ์,F,2004,0648771620,2024-01-06,cmu
M0708,ปวีณา กาวิละ,F,2000,0665111093,2024-12-21,nimman
M0709,ปิยะดา คำมูล,F,1989,0653570687,2024-11-09,thaphae
M0710,พิมพ์ชนก อุดมศักดิ์,F,2008,0827924912,2023-03-03,cmu
M0711,ชนิดา วงศ์ใหญ่,F,2006,0675907132,2024-10-20,cmu
M0712,ชยพล แก้วมณี,M,1996,0923939835,2025-02-15,nimman
M0713,เอกชัย สุวรรณรัตน์,M,2008,0621352213,2023-08-27,cmu
M0714,กิตติพัฒน์ บัวบาน,M,1987,0953325604,2024-12-11,thaphae
M0715,ปวีณา แก้วมณี,F,2002,0841312459,2023-01-29,cmu
M0716,อรอุมา อินต๊ะ,F,1979,0608643087,2025-10-23,nimman
M0717,สมชาย หลวงแสน,M,1990,0664626439,2023-03-11,thaphae
M0718,วรเมธ กาวิละ,M,2008,0695086594,2024-01-30,nimman
M0719,สมหญิง ปัญญาดี,F,2008,0846827888,2025-12-17,cmu
M0720,อรอุมา สมบูรณ์,F,1979,0964707889,2024-01-18,nimman
M0721,ศุภชัย คำแสน,M,2004,0971754455,2024-01-01,cmu
M0722,เอกชัย คำมูล,M,1988,0830972479,2024-09-20,nimman
M0723,ณัฐธิดา คำแสน,F,2003,0898560822,2025-02-14,cmu
M0724,กมลชนก กันยา,F,2001,0637787979,2025-02-22,cmu
M0725,สุภาวดี ใจดี,F,1978,0918647042,2023-11-12,thaphae
M0726,กิตติพัฒน์ มอรสิล,M,2007,0833175436,2023-04-16,cmu
M0727,วรรณภา กันยา,F,2007,0958577837,2023-09-30,cmu
M0728,นันทนา ศักดิ์ดี,F,1994,0688177076,2025-11-26,thaphae
M0729,กฤษดา คำมูล,M,1989,0639615800,2023-01-06,thaphae
M0730,ณัฐวุฒิ ไชยวงศ์,M,1991,0692577188,2025-03-15,nimman
M0731,พัชรินทร์ อุดมศักดิ์,F,2008,0970955150,2025-09-01,nimman
M0732,กัญญาณัฐ ใจดี,F,2005,0805550995,2023-01-07,cmu
M0733,ศุภชัย บัวบาน,M,2004,0935050055,2025-12-16,cmu
M0734,จิรายุ สุขสวัสดิ์,M,1981,0912525026,2024-11-01,thaphae
M0735,ศุภชัย สุวรรณรัตน์,M,2002,0824151561,2023-04-23,thaphae
M0736,เบญญาภา จันทร์แก้ว,F,2006,0860140420,2025-11-19,cmu
M0737,ธนวัฒน์ กันยา,M,1982,0954299325,2024-02-09,thaphae
M0738,ปกรณ์ สายสุข,M,2005,0888195344,2023-07-06,cmu
M0739,ปกรณ์ ใจมา,M,2002,0931887593,2024-04-12,nimman
M0740,ปิยะดา เรือนคำ,F,2007,0933527348,2023-09-07,cmu
M0741,สมชาย สุขสวัสดิ์,M,1999,0682837829,2024-11-23,thaphae
M0742,เบญญาภา จันทร์หอม,F,2004,0819334755,2025-07-05,cmu
M0743,สุภาวดี จันทร์หอม,F,2006,0942302708,2024-01-07,cmu
M0744,พิมพ์ชนก ปัญญาดี,F,2005,0623096951,2024-01-05,nimman
M0745,ณัฐธิดา ศักดิ์ดี,F,1980,0660578585,2024-02-24,nimman
M0746,วรเมธ แก้วมณี,M,2007,0636029582,2023-11-15,cmu
M0747,เอกชัย มีสุข,M,1977,0684394469,2023-05-23,thaphae
M0748,สิทธิชัย จันทร์แก้ว,M,2007,0914227816,2024-04-07,cmu
M0749,ปิยะดา สุวรรณรัตน์,F,2003,0685713373,2025-03-08,cmu
M0750,ปิยะดา แก้วมณี,F,2003,0898598173,2025-07-26,cmu
M0751,ชยพล วงค์ชัย,M,1997,0653415470,2025-10-17,thaphae
M0752,พิมพ์ชนก ใจดี,F,2007,0954015251,2025-03-16,cmu
M0753,พงศกร บุญมา,M,2005,0918999534,2023-10-11,cmu
M0754,ชนิดา คำมูล,F,2008,0800492633,2023-06-28,cmu
M0755,จิราพร คำมูล,F,2005,0650437396,2023-05-24,cmu
M0756,ณัฐธิดา สายสุข,F,1998,0833380598,2024-10-26,thaphae
M0757,เบญญาภา ทาคำ,F,2004,0613655979,2024-12-22,cmu
M0758,กมลชนก หลวงแสน,F,2007,0668792112,2023-08-23,cmu
M0759,นันทนา คำแสน,F,1991,0967170238,2023-07-30,nimman
M0760,ภาคิน สายสุข,M,1975,0616376579,2024-02-04,thaphae
M0761,นันทนา นันทะ,F,2007,0651247680,2024-05-24,cmu
M0762,รัชนีกร กาวิละ,F,1989,0679665552,2025-07-23,thaphae
M0763,วรรณภา ใจมา,F,2006,0843987307,2025-08-25,cmu
M0764,สมหญิง เรือนคำ,F,1993,0651093363,2025-09-26,thaphae
M0765,สุภาวดี ใจมา,F,1997,0908287270,2024-03-05,nimman
M0766,จิราพร บุญมา,F,2008,0870071711,2025-10-18,cmu
M0767,ธิดารัตน์ คำมูล,F,1987,0858113221,2025-06-26,thaphae
M0768,นันทนา ใจดี,F,2003,0960069362,2024-05-14,nimman
M0769,พิมพ์ชนก ยอดเมือง,F,2004,0958400877,2023-05-19,cmu
M0770,จิรายุ จันทร์หอม,M,1996,0847633518,2025-08-09,nimman
M0771,กัญญาณัฐ หลวงแสน,F,1985,0807043998,2025-03-11,thaphae
M0772,อรอุมา ไชยวงศ์,F,1989,0826452084,2024-01-31,nimman
M0773,ธนวัฒน์ คำแสน,M,2005,0869401691,2024-08-21,cmu
M0774,เบญญาภา เรือนคำ,F,1986,0937503745,2023-10-17,nimman
M0775,สิทธิชัย อุดมศักดิ์,M,1997,0996514838,2025-02-14,nimman
M0776,ภาคิน ปันแก้ว,M,1989,0947778384,2023-07-21,nimman
M0777,ศุภชัย ทาคำ,M,1998,0999942088,2024-08-10,nimman
M0778,ศิริพร สุวรรณรัตน์,F,1994,0809944435,2024-01-26,thaphae
M0779,จิราพร วงศ์ใหญ่,F,2000,0912745714,2023-02-07,nimman
M0780,พงศกร วงค์ชัย,M,1996,0822788984,2024-03-02,nimman
M0781,อรอุมา ดวงดี,F,1991,0653213752,2024-08-16,nimman
M0782,จิราพร ทาคำ,F,1988,0655287277,2023-04-15,nimman
M0783,ศิริพร ปิ่นแก้ว,F,2003,0921874201,2023-04-26,cmu
M0784,สมชาย บุญมา,M,2008,0874169513,2024-10-18,nimman
M0785,อรอุมา เรือนคำ,F,1997,0676180449,2023-04-09,thaphae
M0786,ศุภชัย แก้วมณี,M,2002,0987887717,2023-02-22,nimman
M0787,มณีรัตน์ วงศ์ใหญ่,F,2004,0926324167,2025-11-12,cmu
M0788,สมหญิง สมบูรณ์,F,2007,0613654157,2023-02-12,cmu
M0789,อรอุมา บุญมา,F,1992,0620197253,2023-07-14,thaphae
M0790,ภูมิพัฒน์ ใจดี,M,2000,0934504423,2024-04-09,thaphae
M0791,จิราพร จันทร์แก้ว,F,1992,0873207328,2023-01-22,thaphae
M0792,เอกชัย ทองดี,M,2008,0992701086,2025-03-25,nimman
M0793,เบญญาภา อุดมศักดิ์,F,1991,0900557513,2024-04-30,nimman
M0794,พิมพ์ชนก จันทร์หอม,F,2008,0687605167,2024-08-19,cmu
M0795,พัชรินทร์ คำมูล,F,1982,0650846936,2023-01-22,nimman
M0796,ณัฐวุฒิ แก้วมณี,M,2002,0612112576,2025-04-24,nimman
M0797,วรเมธ ศรีสุข,M,2008,0602360237,2025-11-18,nimman
M0798,ณัฐธิดา จันทร์หอม,F,2005,0824963262,2025-12-04,cmu
M0799,ณัฐวุฒิ เรือนคำ,M,2006,0802160385,2025-01-05,cmu
M0800,กิตติพัฒน์ เรือนคำ,M,1987,0690253682,2025-09-05,nimman
