member_id,full_name,gender,birth_year,phone,register_date,home_branch
M0670,ศิริพร คำมูล,F,2005,081-712-7210,2024-05-29,cmu
M0671,ณัฐธิดา มอรสิล,F,2002,+66930924309,2023-08-29,cmu
M0672,สุภาวดี บัวบาน,F,1989,080 052 0224,2025-12-22,nimman
M0673,ศุภชัย ศักดิ์ดี,M,2002,0914195059,2025-03-24,cmu
M0674,นพดล ใจดี,M,1986,065 620 8900,2024-09-04,thaphae
M0675,กฤษดา อุดมศักดิ์,,2001,0920890811,2024-02-22,cmu
M0676,สมชาย ยอดเมือง,M,,+66921443115,2025-10-31,thaphae
M0677,ปวีณา มอรสิล,,2007,065-667-8260,2024-08-06,cmu
M0678,พัชรินทร์ ศรีวิชัย,F,2007,086 149 7490,2025-11-17,cmu
M0679,ปวีณา จันทร์แก้ว,F,,+66813472500,2025-11-24,thaphae
M0680,จิราพร นันทะ,F,1993,066 443 8997,2024-01-18,thaphae
M0681,สิทธิชัย เรือนคำ,M,2001,+66835081923,2023-06-25,nimman
M0682,ภาคิน ศรีสุข,M,2004,082 513 0474,2023-10-08,cmu
M0683,ภาคิน ใจดี,M,2002,0613418920,2023-10-20,cmu
M0684,เอกชัย วงค์ชัย,M,1993,0846029965,2024-09-30,thaphae
M0685,ชนิดา สุวรรณรัตน์,F,1995,090 686 5274,2023-10-15,nimman
M0686,รัชนีกร ศรีวิชัย,,1986,083 607 8527,2024-01-07,nimman
M0687,กิตติพัฒน์ ทาคำ,M,2007,080-991-3765,2025-12-19,cmu
M0688,กัญญาณัฐ มีสุข,F,2006,063 157 9572,2024-04-09,cmu
M0689,นันทนา วงศ์ใหญ่,F,1991,0689277789,2024-06-06,nimman
M0690,พิมพ์ชนก ศรีสุข,F,1967,083-654-4660,2023-05-31,nimman
M0691,ปิยะดา ใจดี,F,2007,+66845618450,2025-06-21,cmu
M0692,ภูมิพัฒน์ ทองดี,M,1989,+66683544547,2023-03-06,nimman
M0693,จิราพร ใจมา,F,1984,082 734 1475,2024-09-01,thaphae
M0694,ศิริพร แสงทอง,F,2006,081-348-4414,2024-08-05,nimman
M0695,วีรภาพ นันทะ,M,2004,0988306063,2025-07-07,cmu
M0696,พัชรินทร์ ศรีสุข,F,2005,094-830-3340,2023-05-22,cmu
M0697,ชยพล พรหมมา,M,2006,+66821705685,2024-08-17,cmu
M0698,อัญชิสา ใจมา,F,1982,099-109-5273,2023-12-30,thaphae
M0699,กิตติพัฒน์ บุญมา,M,2006,0609030360,2024-07-29,cmu
M0700,ศิริพร เรือนคำ,F,2005,092 075 9448,2023-03-31,cmu
M0701,ปวีณา คำมูล,F,2005,062-902-5599,2025-01-12,cmu
M0702,นันทนา กันยา,F,,094 482 3030,2024-09-30,nimman
M0703,ปวีณา ดวงดี,F,2006,0938305235,2025-03-02,cmu
M0704,จิรายุ อินต๊ะ,M,1977,080 560 5046,2025-02-26,nimman
M0705,พิมพ์ชนก พรหมมา,F,2003,0876516155,2025-04-26,cmu
M0706,กัญญาณัฐ จันทร์หอม,,1989,+66943624830,2025-08-27,nimman
M0707,เบญญาภา สมบูรณ์,F,,064 877 1620,2024-01-06,cmu
M0708,ปวีณา กาวิละ,,2000,066 511 1093,2024-12-21,nimman
M0709,ปิยะดา คำมูล,F,1989,+66653570687,2024-11-09,thaphae
M0710,พิมพ์ชนก อุดมศักดิ์,,2008,0827924912,2023-03-03,cmu
M0711,ชนิดา วงศ์ใหญ่,,2006,067-590-7132,2024-10-20,cmu
M0712,ชยพล แก้วมณี,M,1996,0923939835,2025-02-15,nimman
M0713,เอกชัย สุวรรณรัตน์,,2008,+66621352213,2023-08-27,cmu
M0714,กิตติพัฒน์ บัวบาน,,,095 332 5604,2024-12-11,thaphae
M0715,ปวีณา แก้วมณี,F,2002,+66841312459,2023-01-29,cmu
M0716,อรอุมา อินต๊ะ,F,1979,+66608643087,2025-10-23,nimman
M0717,สมชาย หลวงแสน,M,1990,+66664626439,2023-03-11,thaphae
M0718,วรเมธ กาวิละ,M,2008,069 508 6594,2024-01-30,nimman
M0719,สมหญิง ปัญญาดี,F,2008,084 682 7888,2025-12-17,cmu
M0720,อรอุมา สมบูรณ์,F,1979,+66964707889,2024-01-18,nimman
M0721,ศุภชัย คำแสน,M,2004,+66971754455,2024-01-01,cmu
M0722,เอกชัย คำมูล,M,1988,083-097-2479,2024-09-20,nimman
M0723,ณัฐธิดา คำแสน,F,,+66898560822,2025-02-14,cmu
M0724,กมลชนก กันยา,F,2001,+66637787979,2025-02-22,cmu
M0725,สุภาวดี ใจดี,F,1978,+66918647042,2023-11-12,thaphae
M0726,กิตติพัฒน์ มอรสิล,M,2007,+66833175436,2023-04-16,cmu
M0727,วรรณภา กันยา,F,2007,+66958577837,2023-09-30,cmu
M0728,นันทนา ศักดิ์ดี,F,1994,+66688177076,2025-11-26,thaphae
M0729,กฤษดา คำมูล,M,1989,063-961-5800,2023-01-06,thaphae
M0730,ณัฐวุฒิ ไชยวงศ์,M,1991,069-257-7188,2025-03-15,nimman
M0731,พัชรินทร์ อุดมศักดิ์,,,097 095 5150,2025-09-01,nimman
M0732,กัญญาณัฐ ใจดี,F,2005,080 555 0995,2023-01-07,cmu
M0733,ศุภชัย บัวบาน,M,,093 505 0055,2025-12-16,cmu
M0734,จิรายุ สุขสวัสดิ์,M,,0912525026,2024-11-01,thaphae
M0735,ศุภชัย สุวรรณรัตน์,M,2002,082 415 1561,2023-04-23,thaphae
M0736,เบญญาภา จันทร์แก้ว,F,2006,086 014 0420,2025-11-19,cmu
M0737,ธนวัฒน์ กันยา,M,1982,095-429-9325,2024-02-09,thaphae
M0738,ปกรณ์ สายสุข,M,2005,+66888195344,2023-07-06,cmu
M0739,ปกรณ์ ใจมา,M,2002,0931887593,2024-04-12,nimman
M0740,ปิยะดา เรือนคำ,F,2007,+66933527348,2023-09-07,cmu
M0741,สมชาย สุขสวัสดิ์,M,,068 283 7829,2024-11-23,thaphae
M0742,เบญญาภา จันทร์หอม,F,2004,+66819334755,2025-07-05,cmu
M0743,สุภาวดี จันทร์หอม,F,2006,+66942302708,2024-01-07,cmu
M0744,พิมพ์ชนก ปัญญาดี,F,2005,+66623096951,2024-01-05,nimman
M0745,ณัฐธิดา ศักดิ์ดี,F,1980,066-057-8585,2024-02-24,nimman
M0746,วรเมธ แก้วมณี,M,2007,0636029582,2023-11-15,cmu
M0747,เอกชัย มีสุข,M,,068-439-4469,2023-05-23,thaphae
M0748,สิทธิชัย จันทร์แก้ว,M,2007,0914227816,2024-04-07,cmu
M0749,ปิยะดา สุวรรณรัตน์,F,2003,0685713373,2025-03-08,cmu
M0750,ปิยะดา แก้วมณี,F,2003,089 859 8173,2025-07-26,cmu
M0751,ชยพล วงค์ชัย,M,1997,065-341-5470,2025-10-17,thaphae
M0752,พิมพ์ชนก ใจดี,F,2007,0954015251,2025-03-16,cmu
M0753,พงศกร บุญมา,M,2005,091-899-9534,2023-10-11,cmu
M0754,ชนิดา คำมูล,F,2008,080-049-2633,2023-06-28,cmu
M0755,จิราพร คำมูล,F,2005,+66650437396,2023-05-24,cmu
M0756,ณัฐธิดา สายสุข,F,1998,083 338 0598,2024-10-26,thaphae
M0757,เบญญาภา ทาคำ,F,2004,+66613655979,2024-12-22,cmu
M0758,กมลชนก หลวงแสน,F,2007,+66668792112,2023-08-23,cmu
M0759,นันทนา คำแสน,F,1991,096 717 0238,2023-07-30,nimman
M0760,ภาคิน สายสุข,M,1975,061 637 6579,2024-02-04,thaphae
M0761,นันทนา นันทะ,F,2007,0651247680,2024-05-24,cmu
M0762,รัชนีกร กาวิละ,,1989,0679665552,2025-07-23,thaphae
M0763,วรรณภา ใจมา,F,2006,084 398 7307,2025-08-25,cmu
M0764,สมหญิง เรือนคำ,,1993,065-109-3363,2025-09-26,thaphae
M0765,สุภาวดี ใจมา,,1997,090 828 7270,2024-03-05,nimman
M0766,จิราพร บุญมา,F,2008,087 007 1711,2025-10-18,cmu
M0767,ธิดารัตน์ คำมูล,F,1987,+66858113221,2025-06-26,thaphae
M0768,นันทนา ใจดี,F,2003,0960069362,2024-05-14,nimman
M0769,พิมพ์ชนก ยอดเมือง,F,,095-840-0877,2023-05-19,cmu
M0770,จิรายุ จันทร์หอม,,,084-763-3518,2025-08-09,nimman
M0771,กัญญาณัฐ หลวงแสน,,1985,080 704 3998,2025-03-11,thaphae
M0772,อรอุมา ไชยวงศ์,F,1989,082 645 2084,2024-01-31,nimman
M0773,ธนวัฒน์ คำแสน,M,2005,086-940-1691,2024-08-21,cmu
M0774,เบญญาภา เรือนคำ,F,1986,0937503745,2023-10-17,nimman
M0775,สิทธิชัย อุดมศักดิ์,M,1997,099-651-4838,2025-02-14,nimman
M0776,ภาคิน ปันแก้ว,M,1989,+66947778384,2023-07-21,nimman
M0777,ศุภชัย ทาคำ,M,1998,099 994 2088,2024-08-10,nimman
M0778,ศิริพร สุวรรณรัตน์,F,1994,+66809944435,2024-01-26,thaphae
M0779,จิราพร วงศ์ใหญ่,F,2000,+66912745714,2023-02-07,nimman
M0780,พงศกร วงค์ชัย,M,1996,+66822788984,2024-03-02,nimman
M0781,อรอุมา ดวงดี,F,1991,0653213752,2024-08-16,nimman
M0782,จิราพร ทาคำ,F,1988,0655287277,2023-04-15,nimman
M0783,ศิริพร ปิ่นแก้ว,F,2003,0921874201,2023-04-26,cmu
M0784,สมชาย บุญมา,M,2008,087-416-9513,2024-10-18,nimman
M0785,อรอุมา เรือนคำ,F,1997,0676180449,2023-04-09,thaphae
M0786,ศุภชัย แก้วมณี,M,2002,+66987887717,2023-02-22,nimman
M0787,มณีรัตน์ วงศ์ใหญ่,F,2004,092 632 4167,2025-11-12,cmu
M0788,สมหญิง สมบูรณ์,F,2007,0613654157,2023-02-12,cmu
M0789,อรอุมา บุญมา,F,1992,062-019-7253,2023-07-14,thaphae
M0790,ภูมิพัฒน์ ใจดี,M,2000,0934504423,2024-04-09,thaphae
M0791,จิราพร จันทร์แก้ว,F,1992,+66873207328,2023-01-22,thaphae
M0792,เอกชัย ทองดี,M,2008,099 270 1086,2025-03-25,nimman
M0793,เบญญาภา อุดมศักดิ์,F,1991,0900557513,2024-04-30,nimman
M0794,พิมพ์ชนก จันทร์หอม,F,2008,068-760-5167,2024-08-19,cmu
M0795,พัชรินทร์ คำมูล,F,1982,065-084-6936,2023-01-22,nimman
M0796,ณัฐวุฒิ แก้วมณี,M,2002,+66612112576,2025-04-24,nimman
M0797,วรเมธ ศรีสุข,M,2008,060-236-0237,2025-11-18,nimman
M0798,ณัฐธิดา จันทร์หอม,F,2005,082 496 3262,2025-12-04,cmu
M0799,ณัฐวุฒิ เรือนคำ,M,2006,0802160385,2025-01-05,cmu
M0800,กิตติพัฒน์ เรือนคำ,M,1987,+66690253682,2025-09-05,nimman
M0801,สมหญิง วงศ์ใหญ่ ,F,,099-682-8025,2026-02-17,cmu
M0802,ธิดารัตน์  สุวรรณรัตน์,,1993,+66994873272,2026-02-18,nimman
M0803, ปิยะดา ศรีวิชัย,F,2003,0655399170,2026-02-24,cmu
M0804,อนุชา  สมบูรณ์,M,1989,0902227593,2026-03-14,nimman
M0805, นันทนา ธรรมวงศ์,F,2007,087 077 8481,2026-01-27,cmu
M0806,กมลชนก ศักดิ์ดี ,F,2000,082-635-7719,2026-03-26,nimman
M0807, อัญชิสา มอรสิล,F,1991,+66623756044,2026-03-30,nimman
M0808,เอกชัย ปัญญาดี ,M,1992,087-491-6154,2026-02-26,nimman
M0809,อัญชิสา ธรรมวงศ์ ,F,1987,083-750-5883,2026-03-10,nimman
M0810, พงศกร ยอดเมือง,M,2001,0648219793,2026-03-13,thaphae
M0811,จิราพร ศักดิ์ดี ,F,2007,+66825496446,2026-03-19,cmu
M0812,เอกชัย  ธรรมวงศ์,M,1994,099-196-2673,2026-03-15,nimman
M0813,ธนากร  แสงทอง,M,1983,064 614 6694,2026-02-03,nimman
M0814,สมหญิง พรหมมา ,F,1994,0666674930,2026-02-05,nimman
M0815,พิมพ์ชนก พรหมมา ,F,2003,0876516155,2026-01-22,cmu
M0816,เอกชัย คำมูล ,M,1988,083-097-2479,2026-03-04,nimman
